PLU NO.,ITEM CODE,ENGLISH DESC,KOR DESC, ORIGIN , CATE(ENG) ,CATE(KOR),CATE(NO),LOCAL PLU,ORGANIC
1000,,NAPA,배추,, NAPA CABBAGE ,배추,4-10-01,11000,91000
1001,,GREEN NAPA,그린배추,, NAPA CABBAGE ,배추,4-10-01,11001,91001
1002,,KOREAN NAPA,한국배추,, NAPA CABBAGE ,배추,4-10-01,11002,91002
1003,,LITTLE NAPA,작은배추,, NAPA CABBAGE ,배추,4-10-01,11003,91003
1004,,BABY NAPA,알배추,, NAPA CABBAGE ,배추,4-10-01,11004,91004
1005,,CHINESE LONG NAPA,중국배추,, NAPA CABBAGE ,배추,4-10-01,11005,91005
1006,,EARLY SPRING NAPA,봄동,, NAPA CABBAGE ,배추,4-10-01,11006,91006
1007,,RESERVE(NAPA CABBAGE),RESERVE(NAPA CABBAGE),, NAPA CABBAGE ,배추,4-10-01,11007,91007
1008,,RESERVE(NAPA CABBAGE),RESERVE(NAPA CABBAGE),, NAPA CABBAGE ,배추,4-10-01,11008,91008
1009,,RESERVE(NAPA CABBAGE),RESERVE(NAPA CABBAGE),, NAPA CABBAGE ,배추,4-10-01,11009,91009
1010,,CABBAGE,양배추,, CABBAGE ,양배추,4-10-02,11010,91010
1011,,GREEN CABBAGE,그린양배추,, CABBAGE ,양배추,4-10-02,11011,91011
1012,,JUMBO GREEN CABBAGE,그린점보양배추,, CABBAGE ,양배추,4-10-02,11012,91012
1013,,RED CABBAGE,레드양배추,, CABBAGE ,양배추,4-10-02,11013,91013
1014,,JUMBO RED CABBAGE,레드점보양배추,, CABBAGE ,양배추,4-10-02,11014,91014
1015,,TAIWAN CABBAGE,대만양배추,, CABBAGE ,양배추,4-10-02,11015,91015
1016,,SAVOY CABBAGE,사보이양배추,, CABBAGE ,양배추,4-10-02,11016,91016
1017,,BRUSSEL SPROUTS,방울양배추,, CABBAGE ,양배추,4-10-02,11017,91017
1018,,RESERVE(CABBAGE),RESERVE(CABBAGE),, CABBAGE ,양배추,4-10-02,11018,91018
1019,,RESERVE(CABBAGE),RESERVE(CABBAGE),, CABBAGE ,양배추,4-10-02,11019,91019
1020,,RESERVE(CABBAGE),RESERVE(CABBAGE),, CABBAGE ,양배추,4-10-02,11020,91020
1021,,RESERVE(CABBAGE),RESERVE(CABBAGE),, CABBAGE ,양배추,4-10-02,11021,91021
1022,,RESERVE(CABBAGE),RESERVE(CABBAGE),, CABBAGE ,양배추,4-10-02,11022,91022
1023,,RESERVE(CABBAGE),RESERVE(CABBAGE),, CABBAGE ,양배추,4-10-02,11023,91023
1024,,RESERVE(CABBAGE),RESERVE(CABBAGE),, CABBAGE ,양배추,4-10-02,11024,91024
1025,,CHOY,청경채,, CHOY ,초이,4-10-03,11025,91025
1026,,SHANGHAI BOK CHOY,상하이청경채,, CHOY ,초이,4-10-03,11026,91026
1027,,BOK CHOY,청경채,, CHOY ,초이,4-10-03,11027,91027
1028,,BOK CHOY TIP,청경채잎,, CHOY ,초이,4-10-03,11028,91028
1029,,BOK CHOY LONG,긴청경채,, CHOY ,초이,4-10-03,11029,91029
1030,,BABY BOK CHOY,작은청경채,, CHOY ,초이,4-10-03,11030,91030
1031,,BABY BOK CHOY TIP,작은청경채잎,, CHOY ,초이,4-10-03,11031,91031
1032,,BIG BOK CHOY,큰청경채,, CHOY ,초이,4-10-03,11032,91032
1033,,BIG BOK CHOY TIP,큰청경채잎,, CHOY ,초이,4-10-03,11033,91033
1034,,RED BOK CHOY,레드청경채,, CHOY ,초이,4-10-03,11034,91034
1035,,RED BOK CHOY TIP,레드청경채잎,, CHOY ,초이,4-10-03,11035,91035
1036,,SWEET BOK CHOY,단청경채,, CHOY ,초이,4-10-03,11036,91036
1037,,SWEET BOK CHOY TIP,단청경채잎,, CHOY ,초이,4-10-03,11037,91037
1038,,SHANGHAI BOK CHOY TIP,상하이청경채잎,, CHOY ,초이,4-10-03,11038,91038
1039,,RED SHANGHAI CHOY,레드상하이청경채,, CHOY ,초이,4-10-03,11039,91039
1040,,A CHOY,에이청경채,, CHOY ,초이,4-10-03,11040,91040
1041,,A CHOY SUM,에이청경채순,, CHOY ,초이,4-10-03,11041,91041
1042,,A CHOY STEM,에이청경채줄기,, CHOY ,초이,4-10-03,11042,91042
1043,,YU CHOY,유청경채,, CHOY ,초이,4-10-03,11043,91043
1044,,YU CHOY SUM,유청경채순,, CHOY ,초이,4-10-03,11044,91044
1045,,RED YU CHOY,레드유청경채,, CHOY ,초이,4-10-03,11045,91045
1046,,RED YU CHOY SUM,레드유청경채순,, CHOY ,초이,4-10-03,11046,91046
1047,,TAIWAN BOK CHOY,대만청경채,, CHOY ,초이,4-10-03,11047,91047
1048,,MON CHOY,몬청경채,, CHOY ,초이,4-10-03,11048,91048
1049,,TAKU CHOY,타쿠청경채,, CHOY ,초이,4-10-03,11049,91049
1050,,ONG CHOY,옹청경채,, CHOY ,초이,4-10-03,11050,91050
1051,,SANCHOY,산청경채,, CHOY ,초이,4-10-03,11051,91051
1052,,SANCHOY TIP,산청경채잎,, CHOY ,초이,4-10-03,11052,91052
1053,,RED SANCHOY,레드산청경채,, CHOY ,초이,4-10-03,11053,91053
1054,,RED SANCHOY TIP,레드산청경채잎,, CHOY ,초이,4-10-03,11054,91054
1055,,BIG GAY CHOY,큰가이청경채,, CHOY ,초이,4-10-03,11055,91055
1056,,GAY CHOY,가이청경채,, CHOY ,초이,4-10-03,11056,91056
1057,,SMALL GAY CHOY,작은가이청경채,, CHOY ,초이,4-10-03,11057,91057
1058,,RESERVE(CHOY),RESERVE(CHOY),, CHOY ,초이,4-10-03,11058,91058
1059,,RESERVE(CHOY),RESERVE(CHOY),, CHOY ,초이,4-10-03,11059,91059
1060,,RESERVE(CHOY),RESERVE(CHOY),, CHOY ,초이,4-10-03,11060,91060
1061,,RESERVE(CHOY),RESERVE(CHOY),, CHOY ,초이,4-10-03,11061,91061
1062,,RESERVE(CHOY),RESERVE(CHOY),, CHOY ,초이,4-10-03,11062,91062
1063,,RESERVE(CHOY),RESERVE(CHOY),, CHOY ,초이,4-10-03,11063,91063
1064,,RESERVE(CHOY),RESERVE(CHOY),, CHOY ,초이,4-10-03,11064,91064
1065,,LETTUCE,상추,, LETTUCE ,상추,4-10-04,11065,91065
1066,,GREEN LEAF LETTUCE,그린상추,, LETTUCE ,상추,4-10-04,11066,91066
1067,,RED LEAF LETTUCE,레드상추,, LETTUCE ,상추,4-10-04,11067,91067
1068,,KOREAN RED LEAF LETTUCE,한국레드상추,, LETTUCE ,상추,4-10-04,11068,91068
1069,,ICEBERG LETTUCE,양상추,, LETTUCE ,상추,4-10-04,11069,91069
1070,,ROMAINE LETTUCE,로메인상추,, LETTUCE ,상추,4-10-04,11070,91070
1071,,ESCAROLE,에스캐롤,, LETTUCE ,상추,4-10-04,11071,91071
1072,,ENDIVE,엔다이브,, LETTUCE ,상추,4-10-04,11072,91072
1073,,RESERVE(LETTUCE),RESERVE(LETTUCE),, LETTUCE ,상추,4-10-04,11073,91073
1074,,RESERVE(LETTUCE),RESERVE(LETTUCE),, LETTUCE ,상추,4-10-04,11074,91074
1075,,RESERVE(LETTUCE),RESERVE(LETTUCE),, LETTUCE ,상추,4-10-04,11075,91075
1076,,RESERVE(LETTUCE),RESERVE(LETTUCE),, LETTUCE ,상추,4-10-04,11076,91076
1077,,RESERVE(LETTUCE),RESERVE(LETTUCE),, LETTUCE ,상추,4-10-04,11077,91077
1078,,RESERVE(LETTUCE),RESERVE(LETTUCE),, LETTUCE ,상추,4-10-04,11078,91078
1079,,RESERVE(LETTUCE),RESERVE(LETTUCE),, LETTUCE ,상추,4-10-04,11079,91079
1080,,SESAME LEAF,깻잎,, SESAME LEAF ,깻잎,4-10-05,11080,91080
1081,,GREEN SESAME LEAF,그린깻잎, USA , SESAME LEAF ,깻잎,4-10-05,11081,91081
1082,,RED SESAME LEAF,레드깻잎,, SESAME LEAF ,깻잎,4-10-05,11082,91082
1083,,KOREAN SESAME LEAF,한국깻잎,, SESAME LEAF ,깻잎,4-10-05,11083,91083
1084,,KOREAN SESAME LEAF W/STEM,한국줄기깻잎,, SESAME LEAF ,깻잎,4-10-05,11084,91084
1085,,GREEN SHISO SESAME LEAF,그린시소깻잎,, SESAME LEAF ,깻잎,4-10-05,11085,91085
1086,,RED SHISO SESAME LEAF,레드시소깻잎,, SESAME LEAF ,깻잎,4-10-05,11086,91086
1087,,SESAME LEAF W/ STEM,줄기깻잎,, SESAME LEAF ,깻잎,4-10-05,11087,91087
1088,,CHUBU SESAME LEAF,추부깻잎,, SESAME LEAF ,깻잎,4-10-05,11088,91088
1089,,RESERVE(SESAME LEAF),RESERVE(SESAME LEAF),, SESAME LEAF ,깻잎,4-10-05,11089,91089
1090,,RESERVE(SESAME LEAF),RESERVE(SESAME LEAF),, SESAME LEAF ,깻잎,4-10-05,11090,91090
1091,,RESERVE(SESAME LEAF),RESERVE(SESAME LEAF),, SESAME LEAF ,깻잎,4-10-05,11091,91091
1092,,RESERVE(SESAME LEAF),RESERVE(SESAME LEAF),, SESAME LEAF ,깻잎,4-10-05,11092,91092
1093,,RESERVE(SESAME LEAF),RESERVE(SESAME LEAF),, SESAME LEAF ,깻잎,4-10-05,11093,91093
1094,,RESERVE(SESAME LEAF),RESERVE(SESAME LEAF),, SESAME LEAF ,깻잎,4-10-05,11094,91094
1095,,SCALLION,파,, SCALLION ,파,4-10-06,11095,91095
1096,,GREEN ONION,그린파,, SCALLION ,파,4-10-06,11096,91096
1097,,SMALL GREEN ONION,쪽파, USA , SCALLION ,파,4-10-06,11097,91097
1098,,BIG GREEN ONION,대파, LA , SCALLION ,파,4-10-06,11098,91098
1099,,RESERVE(SCALLION),RESERVE(SCALLION),, SCALLION ,파,4-10-06,11099,91099
1100,,LEEK,릭,, LEEK ,릭,4-10-07,11100,91100
1101,,GREEN LEEK,그린릭,, LEEK ,릭,4-10-07,11101,91101
1102,,CHINESE LEEK,중국릭,, LEEK ,릭,4-10-07,11102,91102
1103,,BABY LEEK,작은릭,, LEEK ,릭,4-10-07,11103,91103
1104,,RESERVE(LEEK),RESERVE(LEEK),, LEEK ,릭,4-10-07,11104,91104
1105,,CHIVE,부추,, CHIVE ,부추,4-10-08,11105,91105
1106,,GREEN CHIVE,그린부추,, CHIVE ,부추,4-10-08,11106,91106
1107,,KOREAN CHIVE,한국부추,, CHIVE ,부추,4-10-08,11107,91107
1108,,CHINESE CHIVE,중국부추,, CHIVE ,부추,4-10-08,11108,91108
1109,,YELLOW CHIVE,황색부추,, CHIVE ,부추,4-10-08,11109,91109
1110,,FLOWER CHIVE,부추꽃,, CHIVE ,부추,4-10-08,11110,91110
1111,,RESERVE(CHIVE),RESERVE(CHIVE),, CHIVE ,부추,4-10-08,11111,91111
1112,,RESERVE(CHIVE),RESERVE(CHIVE),, CHIVE ,부추,4-10-08,11112,91112
1113,,RESERVE(CHIVE),RESERVE(CHIVE),, CHIVE ,부추,4-10-08,11113,91113
1114,,RESERVE(CHIVE),RESERVE(CHIVE),, CHIVE ,부추,4-10-08,11114,91114
1115,,MUSTARD,갓,, MUSTARD ,갓,4-10-09,11115,91115
1116,,GREEN MUSTARD,그린갓,, MUSTARD ,갓,4-10-09,11116,91116
1117,,KOREAN MUSTARD,한국갓,, MUSTARD ,갓,4-10-09,11117,91117
1118,,RESERVE(MUSTARD),RESERVE(MUSTARD),, MUSTARD ,갓,4-10-09,11118,91118
1119,,RESERVE(MUSTARD),RESERVE(MUSTARD),, MUSTARD ,갓,4-10-09,11119,91119
1120,,CHARD,근대,, CHARD ,근대,4-10-10,11120,91120
1121,,GREEN CHARD,그린근대,, CHARD ,근대,4-10-10,11121,91121
1122,,RED CHARD,레드근대,, CHARD ,근대,4-10-10,11122,91122
1123,,RESERVE(CHARD),RESERVE(CHARD),, CHARD ,근대,4-10-10,11123,91123
1124,,RESERVE(CHARD),RESERVE(CHARD),, CHARD ,근대,4-10-10,11124,91124
1125,,COLLARD,콜라드,, COLLARD ,콜라드,4-10-11,11125,91125
1126,,GREEN COLLARD,그린콜라드,, COLLARD ,콜라드,4-10-11,11126,91126
1127,,RAINBOW COLLARD,레인보우콜라드,, COLLARD ,콜라드,4-10-11,11127,91127
1128,,RESERVE(COLLARD),RESERVE(COLLARD),, COLLARD ,콜라드,4-10-11,11128,91128
1129,,RESERVE(COLLARD),RESERVE(COLLARD),, COLLARD ,콜라드,4-10-11,11129,91129
1130,,KALE,케일,, KALE ,케일,4-10-12,11130,91130
1131,,GREEN KALE,그린케일,, KALE ,케일,4-10-12,11131,91131
1132,,PURPLE KALE,퍼플케일,, KALE ,케일,4-10-12,11132,91132
1133,,BLACK KALE,블랙케일,, KALE ,케일,4-10-12,11133,91133
1134,,TUSCAN(LACINATO) KALE,락시토케일,, KALE ,케일,4-10-12,11134,91134
1135,,RESERVE(KALE),RESERVE(KALE),, KALE ,케일,4-10-12,11135,91135
1136,,RESERVE(KALE),RESERVE(KALE),, KALE ,케일,4-10-12,11136,91136
1137,,RESERVE(KALE),RESERVE(KALE),, KALE ,케일,4-10-12,11137,91137
1138,,RESERVE(KALE),RESERVE(KALE),, KALE ,케일,4-10-12,11138,91138
1139,,RESERVE(KALE),RESERVE(KALE),, KALE ,케일,4-10-12,11139,91139
1140,,SPINACH,시금치,, SPINACH ,시금치,4-10-13,11140,91140
1141,,GREEN SPINACH,그린시금치,, SPINACH ,시금치,4-10-13,11141,91141
1142,,KOREAN SPINACH,한국시금치, USA/MEX , SPINACH ,시금치,4-10-13,11142,91142
1143,,TAIWAN SPINACH,대만시금치,, SPINACH ,시금치,4-10-13,11143,91143
1144,,RED SPINACH,레드시금치,, SPINACH ,시금치,4-10-13,11144,91144
1145,,RESERVE(SPINACH),RESERVE(SPINACH),, SPINACH ,시금치,4-10-13,11145,91145
1146,,RESERVE(SPINACH),RESERVE(SPINACH),, SPINACH ,시금치,4-10-13,11146,91146
1147,,RESERVE(SPINACH),RESERVE(SPINACH),, SPINACH ,시금치,4-10-13,11147,91147
1148,,RESERVE(SPINACH),RESERVE(SPINACH),, SPINACH ,시금치,4-10-13,11148,91148
1149,,RESERVE(SPINACH),RESERVE(SPINACH),, SPINACH ,시금치,4-10-13,11149,91149
1150,,CROWN DAISY,쑥갓,, CROWN DAISY ,쑥갓,4-10-14,11150,91150
1151,,GREEN CROWN DAISY,그린쑥갓,, CROWN DAISY ,쑥갓,4-10-14,11151,91151
1152,,RESERVE(CROWN DAISY),RESERVE(CROWN DAISY),, CROWN DAISY ,쑥갓,4-10-14,11152,91152
1153,,RESERVE(CROWN DAISY),RESERVE(CROWN DAISY),, CROWN DAISY ,쑥갓,4-10-14,11153,91153
1154,,RESERVE(CROWN DAISY),RESERVE(CROWN DAISY),, CROWN DAISY ,쑥갓,4-10-14,11154,91154
1155,,CHICORY,치커리,, CHICORY ,치커리,4-10-15,11155,91155
1156,,GREEN CHICORY,그린치커리,, CHICORY ,치커리,4-10-15,11156,91156
1157,,RADICCHIO,래디치오,, CHICORY ,치커리,4-10-15,11157,91157
1158,,RESERVE(CHICORY),RESERVE(CHICORY),, CHICORY ,치커리,4-10-15,11158,91158
1159,,RESERVE(CHICORY),RESERVE(CHICORY),, CHICORY ,치커리,4-10-15,11159,91159
1160,,PARSLEY,파슬리,, PARSLEY ,파슬리,4-10-16,11160,91160
1161,,GREEN PARSLEY,그린파슬리,, PARSLEY ,파슬리,4-10-16,11161,91161
1162,,CHINESE PARSLEY,중국파슬리,, PARSLEY ,파슬리,4-10-16,11162,91162
1163,,ITALIAN PARSLEY,이탈리안파슬리,, PARSLEY ,파슬리,4-10-16,11163,91163
1164,,CURLY PARSLEY,컬리파슬리,, PARSLEY ,파슬리,4-10-16,11164,91164
1165,,PARSLEY ROOT BUNCH,파슬리뿌리,, PARSLEY ,파슬리,4-10-16,11165,91165
1166,,RESERVE(PARSLEY),RESERVE(PARSLEY),, PARSLEY ,파슬리,4-10-16,11166,91166
1167,,RESERVE(PARSLEY),RESERVE(PARSLEY),, PARSLEY ,파슬리,4-10-16,11167,91167
1168,,RESERVE(PARSLEY),RESERVE(PARSLEY),, PARSLEY ,파슬리,4-10-16,11168,91168
1169,,RESERVE(PARSLEY),RESERVE(PARSLEY),, PARSLEY ,파슬리,4-10-16,11169,91169
1170,,BASIL,바질,, BASIL ,바질,4-10-17,11170,91170
1171,,GREEN BASIL,그린바질,, BASIL ,바질,4-10-17,11171,91171
1172,,THAI BASIL,태국바질,, BASIL ,바질,4-10-17,11172,91172
1173,,TAIWAN BASIL,대만바질,, BASIL ,바질,4-10-17,11173,91173
1174,,OPAL BASIL,오팔바질,, BASIL ,바질,4-10-17,11174,91174
1175,,RESERVE(BASIL),RESERVE(BASIL),, BASIL ,바질,4-10-17,11175,91175
1176,,RESERVE(BASIL),RESERVE(BASIL),, BASIL ,바질,4-10-17,11176,91176
1177,,RESERVE(BASIL),RESERVE(BASIL),, BASIL ,바질,4-10-17,11177,91177
1178,,RESERVE(BASIL),RESERVE(BASIL),, BASIL ,바질,4-10-17,11178,91178
1179,,RESERVE(BASIL),RESERVE(BASIL),, BASIL ,바질,4-10-17,11179,91179
1180,,HERB,허브,, HERB ,허브,4-10-18,11180,91180
1181,,CILANTRO,고수,, HERB ,허브,4-10-18,11181,91181
1182,,RAURAM,라우람(코리앤더),, HERB ,허브,4-10-18,11182,91182
1183,,MINT,민트,, HERB ,허브,4-10-18,11183,91183
1184,,PEPPERMINT,페퍼민트,, HERB ,허브,4-10-18,11184,91184
1185,,PENNYWORT,병풀,, HERB ,허브,4-10-18,11185,91185
1186,,CULANTRO,쿨란트로,, HERB ,허브,4-10-18,11186,91186
1187,,ALLSPICE,올스파이스,, HERB ,허브,4-10-18,11187,91187
1188,,ANISE,애니스,, HERB ,허브,4-10-18,11188,91188
1189,,BAYLEAF,월계수잎,, HERB ,허브,4-10-18,11189,91189
1190,,TARE,타레,, HERB ,허브,4-10-18,11190,91190
1191,,LEMONGRASS,레몬그라스,, HERB ,허브,4-10-18,11191,91191
1192,,TARRAGON,타라곤,, HERB ,허브,4-10-18,11192,91192
1193,,THYME,타임(백리향),, HERB ,허브,4-10-18,11193,91193
1194,,SAVORY,세이버리(풍미초),, HERB ,허브,4-10-18,11194,91194
1195,,DILL,딜,, HERB ,허브,4-10-18,11195,91195
1196,,FENNEL,펜넬(회향),, HERB ,허브,4-10-18,11196,91196
1197,,EPAZOTE,에파조테,, HERB ,허브,4-10-18,11197,91197
1198,,BORAGE,보리지(붕꽃풀),, HERB ,허브,4-10-18,11198,91198
1199,,MARJORAM,마조람,, HERB ,허브,4-10-18,11199,91199
1200,,BURNET,버넷(뚝갈),, HERB ,허브,4-10-18,11200,91200
1201,,CAPER,케이퍼,, HERB ,허브,4-10-18,11201,91201
1202,,CARAWAYSEED,케러웨이씨앗(회향씨앗),, HERB ,허브,4-10-18,11202,91202
1203,,CARDAMON,카다멈,, HERB ,허브,4-10-18,11203,91203
1204,,CINNAMON,시나몬(계피),, HERB ,허브,4-10-18,11204,91204
1205,,CLOVE,클로브(정향),, HERB ,허브,4-10-18,11205,91205
1206,,CUMIN,큐민,, HERB ,허브,4-10-18,11206,91206
1207,,OREGANO,오레가노,, HERB ,허브,4-10-18,11207,91207
1208,,NUTMEG,넛맥(육두구),, HERB ,허브,4-10-18,11208,91208
1209,,ROSEMARY,로즈마리,, HERB ,허브,4-10-18,11209,91209
1210,,SAGE,세이지(살비아),, HERB ,허브,4-10-18,11210,91210
1211,,JUNIPER,주니퍼(노간주나무),, HERB ,허브,4-10-18,11211,91211
1212,,LOVAGE,러비지(사랑풀),, HERB ,허브,4-10-18,11212,91212
1213,,VANILLA,바닐라,, HERB ,허브,4-10-18,11213,91213
1214,,MACE,메이스,, HERB ,허브,4-10-18,11214,91214
1215,,LILYBULB,백합뿌리,, HERB ,허브,4-10-18,11215,91215
1216,,MORINGA,모링가,, HERB ,허브,4-10-18,11216,91216
1217,,PANDAN LEAVES,판단잎,, HERB ,허브,4-10-18,11217,91217
1218,,SORREL,소렐(수영),, HERB ,허브,4-10-18,11218,91218
1219,,VETCHES,벳치(갈풀),, HERB ,허브,4-10-18,11219,91219
1220,,PAPALO,파팔로,, HERB ,허브,4-10-18,11220,91220
1221,,AMARANTH,아마란스,, HERB ,허브,4-10-18,11221,91221
1222,,PIPER SARMENTOSUM,야란엽,, HERB ,허브,4-10-18,11222,91222
1223,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11223,91223
1224,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11224,91224
1225,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11225,91225
1226,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11226,91226
1227,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11227,91227
1228,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11228,91228
1229,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11229,91229
1230,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11230,91230
1231,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11231,91231
1232,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11232,91232
1233,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11233,91233
1234,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11234,91234
1235,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11235,91235
1236,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11236,91236
1237,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11237,91237
1238,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11238,91238
1239,,RESERVE(HERB),RESERVE(HERB),, HERB ,허브,4-10-18,11239,91239
1240,,LEAF,잎채소,, LEAF VEGETABLE ,잎채소,4-10-19,11240,91240
1241,,PURSLANE LEAF,쇠비름잎,, LEAF VEGETABLE ,잎채소,4-10-19,11241,91241
1242,,AMARANTH LEAF,아마란스잎,, LEAF VEGETABLE ,잎채소,4-10-19,11242,91242
1243,,AILANTHUS LEAF,가죽나무잎,, LEAF VEGETABLE ,잎채소,4-10-19,11243,91243
1244,,ASTER SCABER LEAF,취나물,, LEAF VEGETABLE ,잎채소,4-10-19,11244,91244
1245,,MITSUBA LEAF,미츠바잎,, LEAF VEGETABLE ,잎채소,4-10-19,11245,91245
1246,,ARUGULA LEAF,아루굴라잎,, LEAF VEGETABLE ,잎채소,4-10-19,11246,91246
1247,,CIRSIUM SETIDENS LEAF,곤드레나물,, LEAF VEGETABLE ,잎채소,4-10-19,11247,91247
1248,,DOT GREENS LEAF,돌나물잎,, LEAF VEGETABLE ,잎채소,4-10-19,11248,91248
1249,,GARLIC LEAF,마늘잎,, LEAF VEGETABLE ,잎채소,4-10-19,11249,91249
1250,,MUGWORT LEAF,쑥잎,, LEAF VEGETABLE ,잎채소,4-10-19,11250,91250
1251,,MULBERRY LEAVES LEAF,뽕잎,, LEAF VEGETABLE ,잎채소,4-10-19,11251,91251
1252,,CLUSTER MALLOW LEAF,아욱잎,, LEAF VEGETABLE ,잎채소,4-10-19,11252,91252
1253,,BEAN LEAF,콩잎,, LEAF VEGETABLE ,잎채소,4-10-19,11253,91253
1254,,SNOW PEA LEAF,완두콩순잎,, LEAF VEGETABLE ,잎채소,4-10-19,11254,91254
1255,,PEPPER LEAF,고추잎,, LEAF VEGETABLE ,잎채소,4-10-19,11255,91255
1256,,SQUASH LEAF,호박잎,, LEAF VEGETABLE ,잎채소,4-10-19,11256,91256
1257,,CHILI LEAF,매운고추잎,, LEAF VEGETABLE ,잎채소,4-10-19,11257,91257
1258,,CURRY LEAF,거리잎,, LEAF VEGETABLE ,잎채소,4-10-19,11258,91258
1259,,YAM LEAF,마잎,, LEAF VEGETABLE ,잎채소,4-10-19,11259,91259
1260,,LIME LEAF,라임잎,, LEAF VEGETABLE ,잎채소,4-10-19,11260,91260
1261,,TURNIP LEAF,순무잎,, LEAF VEGETABLE ,잎채소,4-10-19,11261,91261
1262,,CACTUS LEAF,선인장잎,, LEAF VEGETABLE ,잎채소,4-10-19,11262,91262
1263,,TARO LEAF,토란잎,, LEAF VEGETABLE ,잎채소,4-10-19,11263,91263
1264,,BANANA LEAF,바나나잎,, LEAF VEGETABLE ,잎채소,4-10-19,11264,91264
1265,,ANISE LEAF,애니스잎,, LEAF VEGETABLE ,잎채소,4-10-19,11265,91265
1266,,TAMUNG LEAF,타뭉잎,, LEAF VEGETABLE ,잎채소,4-10-19,11266,91266
1267,,SALUYOT LEAF,상추풀잎,, LEAF VEGETABLE ,잎채소,4-10-19,11267,91267
1268,,SOURSOP LEAF,샤워솝잎,, LEAF VEGETABLE ,잎채소,4-10-19,11268,91268
1269,,METHI LEAF,메티잎,, LEAF VEGETABLE ,잎채소,4-10-19,11269,91269
1270,,BATHUA LEAF,바투아잎,, LEAF VEGETABLE ,잎채소,4-10-19,11270,91270
1271,,THAI IVY LEAF,태국아이비잎,, LEAF VEGETABLE ,잎채소,4-10-19,11271,91271
1272,,WATER CRESS LEAF,원터크레스잎,, LEAF VEGETABLE ,잎채소,4-10-19,11272,91272
1273,,DANDELION LEAF,민들레잎,, LEAF VEGETABLE ,잎채소,4-10-19,11273,91273
1274,,WILD GARLIC LEAF,산마늘잎,, LEAF VEGETABLE ,잎채소,4-10-19,11274,91274
1275,,BUTTERBUR LEAF,머위잎,, LEAF VEGETABLE ,잎채소,4-10-19,11275,91275
1276,,RADISH LEAF,무잎,, LEAF VEGETABLE ,잎채소,4-10-19,11276,91276
1277,,RADISH SPROUTS LEAF,무순잎,, LEAF VEGETABLE ,잎채소,4-10-19,11277,91277
1278,,SHERLIHON LEAF,셀리혼잎,, LEAF VEGETABLE ,잎채소,4-10-19,11278,91278
1279,,FRISEE LEAF,프리제잎,, LEAF VEGETABLE ,잎채소,4-10-19,11279,91279
1280,,ALFALFA LEAF,알팔파잎,, LEAF VEGETABLE ,잎채소,4-10-19,11280,91280
1281,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11281,91281
1282,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11282,91282
1283,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11283,91283
1284,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11284,91284
1285,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11285,91285
1286,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11286,91286
1287,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11287,91287
1288,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11288,91288
1289,,RESERVE(LEAF VEGETABLE),RESERVE(LEAF VEGETABLE),, LEAF VEGETABLE ,잎채소,4-10-19,11289,91289
1290,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1291,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1292,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1293,,ETC,ETC,, ETC ,기타,4-10-20,X,X
1294,,ETC,ETC,, ETC ,기타,4-10-20,X,X
