PLU NO.,ITEM CODE,ENGLISH DESC,KOR DESC, ORIGIN , CATE(ENG) ,CATE(KOR),CATE(NO),LOCAL PLU,ORGANIC
1578,,FINGER EGGPLANT,손가락가지,, EGGPLANT ,가지,4-10-39,11578,91578
1579,,LONG GREEN EGGPLANT,그린긴가지,, EGGPLANT ,가지,4-10-39,11579,91579
1580,,ZEBRA EGGPLANT,얼룩가지,, EGGPLANT ,가지,4-10-39,11580,91580
1581,,RESERVE(EGGPLANT),RESERVE(EGGPLANT),, EGGPLANT ,가지,4-10-39,11581,91581
1582,,RESERVE(EGGPLANT),RESERVE(EGGPLANT),, EGGPLANT ,가지,4-10-39,11582,91582
1583,,RESERVE(EGGPLANT),RESERVE(EGGPLANT),, EGGPLANT ,가지,4-10-39,11583,91583
1584,,RESERVE(EGGPLANT),RESERVE(EGGPLANT),, EGGPLANT ,가지,4-10-39,11584,91584
1585,,CUCUMBER,오이,, CUCUMBER ,오이,4-10-40,11585,91585
1586,,AMERICAN CUCUMBER,미국오이,, CUCUMBER ,오이,4-10-40,11586,91586
1587,,KOREAN CUCUMBER,한국오이,, CUCUMBER ,오이,4-10-40,11587,91587
1588,,JAPANESE CUCUMBER,일본오이,, CUCUMBER ,오이,4-10-40,11588,91588
1589,,ENGLISH CUCUMBER,잉글리시오이,, CUCUMBER ,오이,4-10-40,11589,91589
1590,,INDIAN CUCUMBER,인디안오이,, CUCUMBER ,오이,4-10-40,11590,91590
1591,,PICKLE CUCUMBER,피클오이,, CUCUMBER ,오이,4-10-40,11591,91591
1592,,HOUSE CUCUMBER,하우스오이,, CUCUMBER ,오이,4-10-40,11592,91592
1593,,NOGAK CUCUMBER,노각,, CUCUMBER ,오이,4-10-40,11593,91593
1594,,DOSAKAI CUCUMBER,도사카이오이,, CUCUMBER ,오이,4-10-40,11594,91594
1595,,SNAKE GOURD CUCUMBER,고야드오이,, CUCUMBER ,오이,4-10-40,11595,91595
1596,,PATORA MOUP CUCUMBER,파트라모압오이,, CUCUMBER ,오이,4-10-40,11596,91596
1597,,MINI CUCUMBER,미니오이,, CUCUMBER ,오이,4-10-40,11597,91597
1598,,PERSIAN CUCUMBER,페르시안오이,, CUCUMBER ,오이,4-10-40,11598,91598
1599,,PERSIAN CUCUMBER / 1LB,페르시안오이(1LB),, CUCUMBER ,오이,4-10-40,11599,91599
1600,,PERSIAN CUCUMBER / 2LB,페르시안오이(2LB),, CUCUMBER ,오이,4-10-40,11600,91600
1601,,RESERVE(CUCUMBER),RESERVE(CUCUMBER),, CUCUMBER ,오이,4-10-40,11601,91601
1602,,RESERVE(CUCUMBER),RESERVE(CUCUMBER),, CUCUMBER ,오이,4-10-40,11602,91602
1603,,RESERVE(CUCUMBER),RESERVE(CUCUMBER),, CUCUMBER ,오이,4-10-40,11603,91603
1604,,RESERVE(CUCUMBER),RESERVE(CUCUMBER),, CUCUMBER ,오이,4-10-40,11604,91604
1605,,TOMATO,토마토,, TOMATO ,토마토,4-10-41,11605,91605
1606,,ROMA TOMATO,로마토마토,, TOMATO ,토마토,4-10-41,11606,91606
1607,,BEEFSTEAK TOMATO,비프스테이크토마토,, TOMATO ,토마토,4-10-41,11607,91607
1608,,VINE TOMATO,줄기토마토,, TOMATO ,토마토,4-10-41,11608,91608
1609,,CLUSTER TOMATO,글러스터토마토,, TOMATO ,토마토,4-10-41,11609,91609
1610,,KUMATO TOMATO,쿠마토토마토,, TOMATO ,토마토,4-10-41,11610,91610
1611,,MINI KUMATO TOMATO,미니쿠마토토마토,, TOMATO ,토마토,4-10-41,11611,91611
1612,,PEAR TOMATO,배토마토,, TOMATO ,토마토,4-10-41,11612,91612
1613,,PLUM TOMATO,자두토마토,, TOMATO ,토마토,4-10-41,11613,91613
1614,,TOMATILLO TOMATO,토마틸로,, TOMATO ,토마토,4-10-41,11614,91614
1615,,HEIRLOOM TOMATO,헤일룸토마토,, TOMATO ,토마토,4-10-41,11615,91615
1616,,CHERRY TOMATO,방울토마토,, TOMATO ,토마토,4-10-41,11616,91616
1617,,CAMPARI TOMATO,캄파리토마토,, TOMATO ,토마토,4-10-41,11617,91617
1618,,HOT HOUSE STEM TOMATO,하우스줄기토마토,, TOMATO ,토마토,4-10-41,11618,91618
1619,,HOLLAND TOMATO,홀란드토마토,, TOMATO ,토마토,4-10-41,11619,91619
1620,,CHEROKEE PURPLE TOMATO,체로키퍼플토마토,, TOMATO ,토마토,4-10-41,11620,91620
1621,,ORANGE TOMATO,오렌지토마토,, TOMATO ,토마토,4-10-41,11621,91621
1622,,ORANGE STEM TOMATO,오렌지줄기토마토,, TOMATO ,토마토,4-10-41,11622,91622
1623,,RED CHERRY TOMATO,레드방울토마토,, TOMATO ,토마토,4-10-41,11623,91623
1624,,RED GRAPE TOMATO,레드포도토마토,, TOMATO ,토마토,4-10-41,11624,91624
1625,,YELLOW TOMATO,옐로우토마토,, TOMATO ,토마토,4-10-41,11625,91625
1626,,YELLOW CHERRY TOMATO,옐로우방울토마토,, TOMATO ,토마토,4-10-41,11626,91626
1627,,YELLOW GRAPE TOMATO,옐로우포도토마토,, TOMATO ,토마토,4-10-41,11627,91627
1628,,TREE TOMATO,트리토마토,, TOMATO ,토마토,4-10-41,11628,91628
1629,,RESERVE(TOMATO),RESERVE(TOMATO),, TOMATO ,토마토,4-10-41,11629,91629
1630,,RESERVE(TOMATO),RESERVE(TOMATO),, TOMATO ,토마토,4-10-41,11630,91630
1631,,RESERVE(TOMATO),RESERVE(TOMATO),, TOMATO ,토마토,4-10-41,11631,91631
1632,,RESERVE(TOMATO),RESERVE(TOMATO),, TOMATO ,토마토,4-10-41,11632,91632
1633,,RESERVE(TOMATO),RESERVE(TOMATO),, TOMATO ,토마토,4-10-41,11633,91633
1634,,RESERVE(TOMATO),RESERVE(TOMATO),, TOMATO ,토마토,4-10-41,11634,91634
1635,,SQUASH,호박,, SQUASH ,호박,4-10-42,11635,91635
1636,,GREEN SQUASH,그린호박,, SQUASH ,호박,4-10-42,11636,91636
1637,,KOREAN SQUASH,애호박,, SQUASH ,호박,4-10-42,11637,91637
1638,,KOREAN BABY SQUASH,작은애호박,, SQUASH ,호박,4-10-42,11638,91638
1639,,CHINESE SQUASH,중국호박,, SQUASH ,호박,4-10-42,11639,91639
1640,,ITALIAN(ZUCCHINI) SQUASH,이탈리안호박(주키니),, SQUASH ,호박,4-10-42,11640,91640
1641,,MOAP SQUASH,모압호박,, SQUASH ,호박,4-10-42,11641,91641
1642,,GREY SQUASH,그레이호박,, SQUASH ,호박,4-10-42,11642,91642
1643,,YELLOW COURGETTE SQUASH,옐로우주키니호박,, SQUASH ,호박,4-10-42,11643,91643
1644,,YELLOW SQUASH,옐로우호박,, SQUASH ,호박,4-10-42,11644,91644
1645,,KABOCHA SQUASH,단호박,, SQUASH ,호박,4-10-42,11645,91645
1646,,FUZZY SQUASH,모시호박,, SQUASH ,호박,4-10-42,11646,91646
1647,,SPAGHETTI SQUASH,스파게티호박,, SQUASH ,호박,4-10-42,11647,91647
1648,,BUTTERNUT SQUASH,버터넛호박,, SQUASH ,호박,4-10-42,11648,91648
1649,,WINTERMELON SQUASH,동아호박,, SQUASH ,호박,4-10-42,11649,91649
1650,,SINGKWA SQUASH,싱카와호박,, SQUASH ,호박,4-10-42,11650,91650
1651,,CASTILLA SQUASH,카스티야호박,, SQUASH ,호박,4-10-42,11651,91651
1652,,DELICATA SQUASH,델리카타호박,, SQUASH ,호박,4-10-42,11652,91652
1653,,BENGALI SQUASH,벵갈리호박,, SQUASH ,호박,4-10-42,11653,91653
1654,,ROUND SQUASH,둥근호박, USA , SQUASH ,호박,4-10-42,11654,91654
1655,,ACORN SQUASH,도토리호박,, SQUASH ,호박,4-10-42,11655,91655
1656,,SCALLOPE SQUASH,접시호박,, SQUASH ,호박,4-10-42,11656,91656
1657,,BANANA SQUASH,바나나호박,, SQUASH ,호박,4-10-42,11657,91657
1658,,TINDAS SQUASH,틴다스호박,, SQUASH ,호박,4-10-42,11658,91658
1659,,OPO SQUASH,오포호박,, SQUASH ,호박,4-10-42,11659,91659
1660,,INDIAN OPO SQUASH,인디안오포호박,, SQUASH ,호박,4-10-42,11660,91660
1661,,ROUND OPO SQUASH,라운드오포호박,, SQUASH ,호박,4-10-42,11661,91661
1662,,TINDORA SQUASH,틴도라호박,, SQUASH ,호박,4-10-42,11662,91662
1663,,PUMPKIN(CALABAZA),칼라바사호박,, SQUASH ,호박,4-10-42,11663,91663
1664,,HALLOWEEN PUMPKIN,할로윈호박,, SQUASH ,호박,4-10-42,11664,91664
1665,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11665,91665
1666,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11666,91666
1667,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11667,91667
1668,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11668,91668
1669,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11669,91669
1670,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11670,91670
1671,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11671,91671
1672,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11672,91672
1673,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11673,91673
1674,,RESERVE(SQUASH),RESERVE(SQUASH),, SQUASH ,호박,4-10-42,11674,91674
1675,,KOREAN PEPPER,한국고추,, KOREAN PEPPER ,한국고추,4-10-43,11675,91675
1676,,KOREAN GREEN PEPPER,한국그린고추,, KOREAN PEPPER ,한국고추,4-10-43,11676,91676
1677,,KOREAN RED PEPPER,한국레드고추,, KOREAN PEPPER ,한국고추,4-10-43,11677,91677
1678,,KOREAN HOT PEPPER,한국매운고추,, KOREAN PEPPER ,한국고추,4-10-43,11678,91678
1679,,KOREAN CUCUMBER PEPPER,한국오이고추,, KOREAN PEPPER ,한국고추,4-10-43,11679,91679
1680,,KOREAN SHISHITO PEPPER,한국시시토페퍼,, KOREAN PEPPER ,한국고추,4-10-43,11680,91680
1681,,RESERVE(KOREAN PEPPER),RESERVE(KOREAN PEPPER),, KOREAN PEPPER ,한국고추,4-10-43,11681,91681
1682,,RESERVE(KOREAN PEPPER),RESERVE(KOREAN PEPPER),, KOREAN PEPPER ,한국고추,4-10-43,11682,91682
1683,,RESERVE(KOREAN PEPPER),RESERVE(KOREAN PEPPER),, KOREAN PEPPER ,한국고추,4-10-43,11683,91683
1684,,RESERVE(KOREAN PEPPER),RESERVE(KOREAN PEPPER),, KOREAN PEPPER ,한국고추,4-10-43,11684,91684
1685,,JALAPENO,할라피뇨,, JALAPENO ,할라피뇨,4-10-44,11685,91685
1686,,GREEN JALAPENO,그린할라피뇨,, JALAPENO ,할라피뇨,4-10-44,11686,91686
1687,,RED JALAPENO,레드할라피뇨,, JALAPENO ,할라피뇨,4-10-44,11687,91687
1688,,RESERVE(JALAPENO),RESERVE(JALAPENO),, JALAPENO ,할라피뇨,4-10-44,11688,91688
1689,,RESERVE(JALAPENO),RESERVE(JALAPENO),, JALAPENO ,할라피뇨,4-10-44,11689,91689
1690,,HABANERO,하바네로,, HABANERO ,하바네로,4-10-45,11690,91690
1691,,GREEN HABANERO,그린하바네로,, HABANERO ,하바네로,4-10-45,11691,91691
1692,,YELLOW HABANERO,옐로우하바네로,, HABANERO ,하바네로,4-10-45,11692,91692
1693,,RED HABANERO,레드하바네로,, HABANERO ,하바네로,4-10-45,11693,91693
1694,,ORANGE HABANERO,오렌지하바네로,, HABANERO ,하바네로,4-10-45,11694,91694
1695,,CHOCOLATE HABANERO,초코렛하바네로,, HABANERO ,하바네로,4-10-45,11695,91695
1696,,RESERVE(HABANERO),RESERVE(HABANERO),, HABANERO ,하바네로,4-10-45,11696,91696
1697,,RESERVE(HABANERO),RESERVE(HABANERO),, HABANERO ,하바네로,4-10-45,11697,91697
1698,,RESERVE(HABANERO),RESERVE(HABANERO),, HABANERO ,하바네로,4-10-45,11698,91698
1699,,RESERVE(HABANERO),RESERVE(HABANERO),, HABANERO ,하바네로,4-10-45,11699,91699
1700,,BELLPEPPER,피망,, BELLPEPPER ,피망,4-10-46,11700,91700
1701,,GREEN BELLPEPPER,그린피망,, BELLPEPPER ,피망,4-10-46,11701,91701
1702,,RED BELLPEPPER,레드피망,, BELLPEPPER ,피망,4-10-46,11702,91702
1703,,ORANGE BELLPEPPER,오렌지피망,, BELLPEPPER ,피망,4-10-46,11703,91703
1704,,YELLOW BELLPEPPER,옐로우피망,, BELLPEPPER ,피망,4-10-46,11704,91704
1705,,STRIPED BELLPEPPER,줄무늬피망,, BELLPEPPER ,피망,4-10-46,11705,91705
1706,,ALOHA BELLPEPPER,알로하피망,, BELLPEPPER ,피망,4-10-46,11706,91706
1707,,RESERVE(BELLPEPPER),RESERVE(BELLPEPPER),, BELLPEPPER ,피망,4-10-46,11707,91707
1708,,RESERVE(BELLPEPPER),RESERVE(BELLPEPPER),, BELLPEPPER ,피망,4-10-46,11708,91708
1709,,RESERVE(BELLPEPPER),RESERVE(BELLPEPPER),, BELLPEPPER ,피망,4-10-46,11709,91709
1710,,PEPPER,고추,, PEPPER ,고추,4-10-47,11710,91710
1711,,FRESNO GREEN PEPPER,프레스노그린고추,, PEPPER ,고추,4-10-47,11711,91711
1712,,FRESNO RED PEPPER,프레스노레드고추,, PEPPER ,고추,4-10-47,11712,91712
1713,,BANANA WAX PEPPER,바나나왁스고추,, PEPPER ,고추,4-10-47,11713,91713
1714,,ANAHEIM PEPPER,애너하임고추,, PEPPER ,고추,4-10-47,11714,91714
1715,,SERRANO GREEN PEPPER,세라노그린고추,, PEPPER ,고추,4-10-47,11715,91715
1716,,SERRANO RED PEPPER,세라노레드고추,, PEPPER ,고추,4-10-47,11716,91716
1717,,THAI GREEN PEPPER,태국그린고추,, PEPPER ,고추,4-10-47,11717,91717
1718,,THAI RED PEPPER,태국레드고추,, PEPPER ,고추,4-10-47,11718,91718
1719,,THAI MIX PEPPER,태국믹스고추,, PEPPER ,고추,4-10-47,11719,91719
1720,,PASILLA PEPPER,파실라고추,, PEPPER ,고추,4-10-47,11720,91720
1721,,CAROLINA REAPER PEPPER,캐롤라이나리퍼고추,, PEPPER ,고추,4-10-47,11721,91721
1722,,SHISHITO PEPPER,시시토고추(꽈리고추),, PEPPER ,고추,4-10-47,11722,91722
1723,,PADRON PEPPER,파드론고추,, PEPPER ,고추,4-10-47,11723,91723
1724,,RED HOT HOUSE PEPPER,레드하우스고추,, PEPPER ,고추,4-10-47,11724,91724
1725,,RED HOT PEPPER,레드고추,, PEPPER ,고추,4-10-47,11725,91725
1726,,LONG GREEN PEPPER,그린긴고추,, PEPPER ,고추,4-10-47,11726,91726
1727,,LONG GREEN HOT PEPPER,그린긴매운고추,, PEPPER ,고추,4-10-47,11727,91727
1728,,CAYENNE GREEN PEPPER,카이엔그린고추,, PEPPER ,고추,4-10-47,11728,91728
1729,,CAYENNE RED PEPPER,카이엔레드고추,, PEPPER ,고추,4-10-47,11729,91729
1730,,CAYENNE YELLOW PEPPER,카이엔옐로우고추,, PEPPER ,고추,4-10-47,11730,91730
1731,,GREEN CARIBE PEPPER,카리브그린고추,, PEPPER ,고추,4-10-47,11731,91731
1732,,RED CARIBE PEPPER,카리브레드고추,, PEPPER ,고추,4-10-47,11732,91732
1733,,YELLOW CARIBE PEPPER,카리브옐로우고추,, PEPPER ,고추,4-10-47,11733,91733
1734,,MANZANO PEPPER,만자노고추,, PEPPER ,고추,4-10-47,11734,91734
1735,,CUBANELLE GREEN PEPPER,쿠바렐레그린고추,, PEPPER ,고추,4-10-47,11735,91735
1736,,CUBANELLE RED PEPPER,쿠바렐레레드고추,, PEPPER ,고추,4-10-47,11736,91736
1737,,CUBANELLE YELLOW PEPPER,쿠바렐레옐로우고추,, PEPPER ,고추,4-10-47,11737,91737
1738,,DANGJO PEPPER,당조고추,, PEPPER ,고추,4-10-47,11738,91738
1739,,DE ARBOL GREEN PEPPER,데아르그린고추,, PEPPER ,고추,4-10-47,11739,91739
1740,,INDIAN CHILI PEPPER,인디안고추,, PEPPER ,고추,4-10-47,11740,91740
1741,,INDIAN CHILI ARBOL PEPPER,인디안아르볼고추,, PEPPER ,고추,4-10-47,11741,91741
1742,,HOLLAND RED PEPPER,홀랜드레드고추,, PEPPER ,고추,4-10-47,11742,91742
1743,,HOLLAND GREEN PEPPER,홀랜드그린고추,, PEPPER ,고추,4-10-47,11743,91743
1744,,HOLLAND YELLOW PEPPER,홀랜드옐로우고추,, PEPPER ,고추,4-10-47,11744,91744
1745,,VIETNAM GREEN PEPPER,베트남그린고추,, PEPPER ,고추,4-10-47,11745,91745
1746,,VIETNAM RED PEPPER,베트남레드고추,, PEPPER ,고추,4-10-47,11746,91746
1747,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11747,91747
1748,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11748,91748
1749,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11749,91749
1750,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11750,91750
1751,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11751,91751
1752,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11752,91752
1753,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11753,91753
1754,,RESERVE(PEPPER),RESERVE(PEPPER),, PEPPER ,고추,4-10-47,11754,91754
1755,,CORN,옥수수,, CORN ,옥수수,4-10-48,11755,91755
1756,,SWEET CORN,스윗옥수수,, CORN ,옥수수,4-10-48,11756,91756
1757,,YELLOW CORN,옐로우옥수수,, CORN ,옥수수,4-10-48,11757,91757
1758,,RED CORN,레드옥수수,, CORN ,옥수수,4-10-48,11758,91758
1759,,RESERVE(CORN),RESERVE(CORN),, CORN ,옥수수,4-10-48,11759,91759
1760,,CHAYOTE,차요테,, CHAYOTE ,차요테,4-10-49,11760,91760
1761,,GREEN CHAYOTE,그린차요테,, CHAYOTE ,차요테,4-10-49,11761,91761
1762,,BLACK CHAYOTE,블랙차요테,, CHAYOTE ,차요테,4-10-49,11762,91762
1763,,RESERVE(CHAYOTE),RESERVE(CHAYOTE),, CHAYOTE ,차요테,4-10-49,11763,91763
1764,,RESERVE(CHAYOTE),RESERVE(CHAYOTE),, CHAYOTE ,차요테,4-10-49,11764,91764
1765,,OKRA,오크라,, OKRA ,오크라,4-10-50,11765,91765
1766,,GREEN OKRA,그린오크라,, OKRA ,오크라,4-10-50,11766,91766
1767,,CHINESE OKRA,중국오크라,, OKRA ,오크라,4-10-50,11767,91767
1768,,RESERVE(OKRA),RESERVE(OKRA),, OKRA ,오크라,4-10-50,11768,91768
1769,,RESERVE(OKRA),RESERVE(OKRA),, OKRA ,오크라,4-10-50,11769,91769
1770,,BITTERMELON,비터멜론,, BITTERMELON ,비터멜론,4-10-51,11770,91770
1771,,GREEN BITTERMELON,그린비터멜론,, BITTERMELON ,비터멜론,4-10-51,11771,91771
1772,,WHITE BITTERMELON,화이트비터멜론,, BITTERMELON ,비터멜론,4-10-51,11772,91772
1773,,INDIAN BITTERMELON,인디안비터멜론,, BITTERMELON ,비터멜론,4-10-51,11773,91773
1774,,RESERVE(BITTERMELON),RESERVE(BITTERMELON),, BITTERMELON ,비터멜론,4-10-51,11774,91774
1775,,OLIVE,올리브,, OLIVE ,올리브,4-10-52,11775,91775
1776,,GREEN OLIVE,그린올리브,, OLIVE ,올리브,4-10-52,11776,91776
1777,,BLACK OLIVE,블랙올리브,, OLIVE ,올리브,4-10-52,11777,91777
1778,,RESERVE(OLIVE),RESERVE(OLIVE),, OLIVE ,올리브,4-10-52,11778,91778
1779,,RESERVE(OLIVE),RESERVE(OLIVE),, OLIVE ,올리브,4-10-52,11779,91779
1780,,BEAN,콩,, BEAN ,콩,4-10-53,11780,91780
1781,,GREEN BEAN,그린콩,, BEAN ,콩,4-10-53,11781,91781
1782,,RED BEAN,레드콩,, BEAN ,콩,4-10-53,11782,91782
1783,,PURPLE BEAN,퍼플콩,, BEAN ,콩,4-10-53,11783,91783
1784,,GREEN LONG BEAN,긴그린콩,, BEAN ,콩,4-10-53,11784,91784
1785,,WHITE LONG BEAN,긴화이트콩,, BEAN ,콩,4-10-53,11785,91785
1786,,PURPLE LONG BEAN,긴보라콩,, BEAN ,콩,4-10-53,11786,91786
1787,,ROMANO BEAN,로마노콩,, BEAN ,콩,4-10-53,11787,91787
1788,,YELLOW BEAN,옐로우콩,, BEAN ,콩,4-10-53,11788,91788
1789,,BROAD BEAN,잠두콩,, BEAN ,콩,4-10-53,11789,91789
1790,,DRUMSTICK BEAN,드럼스틱콩,, BEAN ,콩,4-10-53,11790,91790
1791,,GARBANZO BEAN,병아리콩,, BEAN ,콩,4-10-53,11791,91791
1792,,LIMA BEAN,버터콩,, BEAN ,콩,4-10-53,11792,91792
1793,,FAVA BEAN,파마콩,, BEAN ,콩,4-10-53,11793,91793
1794,,GUAR BEAN,구아르콩,, BEAN ,콩,4-10-53,11794,91794
1795,,FRENCH BEAN,프렌치콩,, BEAN ,콩,4-10-53,11795,91795
1796,,PINTO BEAN,핀토콩,, BEAN ,콩,4-10-53,11796,91796
1797,,BLACK EYE BEAN,검은눈콩,, BEAN ,콩,4-10-53,11797,91797
1798,,RESERVE(BEAN),RESERVE(BEAN),, BEAN ,콩,4-10-53,11798,91798
1799,,RESERVE(BEAN),RESERVE(BEAN),, BEAN ,콩,4-10-53,11799,91799
1800,,RESERVE(BEAN),RESERVE(BEAN),, BEAN ,콩,4-10-53,11800,91800
1801,,RESERVE(BEAN),RESERVE(BEAN),, BEAN ,콩,4-10-53,11801,91801
1802,,RESERVE(BEAN),RESERVE(BEAN),, BEAN ,콩,4-10-53,11802,91802
1803,,RESERVE(BEAN),RESERVE(BEAN),, BEAN ,콩,4-10-53,11803,91803
1804,,RESERVE(BEAN),RESERVE(BEAN),, BEAN ,콩,4-10-53,11804,91804
1805,,PEA,완두콩,, PEA ,완두콩,4-10-54,11805,91805
1806,,GREEN PEA,그린완두콩,, PEA ,완두콩,4-10-54,11806,91806
1807,,SNOW PEA,스노우완두콩,, PEA ,완두콩,4-10-54,11807,91807
1808,,SNAP PEA,스냅완두콩,, PEA ,완두콩,4-10-54,11808,91808
1809,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11809,91809
1810,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11810,91810
1811,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11811,91811
1812,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11812,91812
1813,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11813,91813
1814,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11814,91814
1815,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11815,91815
1816,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11816,91816
1817,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11817,91817
1818,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11818,91818
1819,,RESERVE(PEA),RESERVE(PEA),, PEA ,완두콩,4-10-54,11819,91819
1820,,FRUIT/VEGETABLE,과일야채,, FRUIT VEGETABLE ,과일야채,4-10-55,11820,91820
1821,,MUNG BEAN(PEELED),깐녹두,, FRUIT VEGETABLE ,과일야채,4-10-55,11821,91821
1822,,ADLAY(PEELED),깐율무,, FRUIT VEGETABLE ,과일야채,4-10-55,11822,91822
1823,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11823,91823
1824,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11824,91824
1825,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11825,91825
1826,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11826,91826
1827,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11827,91827
1828,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11828,91828
1829,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11829,91829
1830,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11830,91830
1831,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11831,91831
1832,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11832,91832
1833,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11833,91833
1834,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11834,91834
1835,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11835,91835
1836,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11836,91836
1837,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11837,91837
1838,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11838,91838
1839,,RESERVE(FRUIT VEGETABLE),RESERVE(FRUIT VEGETABLE),, FRUIT VEGETABLE ,과일야채,4-10-55,11839,91839
1840,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1841,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1842,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1843,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1844,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1845,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1846,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1847,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1848,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1849,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1850,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1851,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1852,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1853,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1854,,ETC,ETC,, ETC ,기타,4-10-56,X,X
1855,,MUSHROOM,버섯,, MUSHROOM ,버섯,4-10-57,11855,91855
1856,,WILD OYSTER MUSHROOM,자연산느타리버섯,, MUSHROOM ,버섯,4-10-57,11856,91856
1857,,KING OYSTER MUSHROOM,새송이버섯,, MUSHROOM ,버섯,4-10-57,11857,91857
